track_id,frame,time,x,y,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class,conf
16,0,0.0,322,67,305,4,340,75,motor,0.626
21,0,0.0,303,605,290,643,317,673,motor,0.4
24,0,0.0,15,227,0,225,31,253,motor,0.333
25,0,0.0,275,420,268,449,283,467,non_motor,0.316
26,0,0.0,662,464,654,508,671,516,non_motor,0.285
27,0,0.0,285,84,272,44,298,94,motor,0.285
28,0,0.0,465,342,445,365,485,381,motor,0.266
29,0,0.0,450,538,435,563,466,598,motor,0.26
16,1,0.07,322,64,305,1,339,72,motor,0.684
21,1,0.07,303,605,289,642,317,673,motor,0.352
16,2,0.13,322,61,306,0,338,68,motor,0.704
21,2,0.13,303,605,289,641,318,673,motor,0.362
25,2,0.13,274,415,267,445,282,462,non_motor,0.473
31,2,0.13,1251,361,1225,372,1278,402,motor,0.491
16,3,0.2,321,56,306,0,337,63,motor,0.761
21,3,0.2,303,604,288,640,318,672,motor,0.333
28,3,0.2,463,342,444,365,482,380,motor,0.251
29,3,0.2,453,539,436,559,471,599,motor,0.275
31,3,0.2,1250,362,1222,371,1278,403,motor,0.672
16,4,0.27,322,51,308,0,336,57,motor,0.844
21,4,0.27,302,605,287,639,318,673,motor,0.32
29,4,0.27,454,537,437,558,472,597,motor,0.268
31,4,0.27,1247,362,1218,369,1276,403,motor,0.69
16,5,0.33,321,47,308,0,335,53,motor,0.864
21,5,0.33,301,605,286,638,317,673,motor,0.298
31,5,0.33,1243,361,1214,369,1273,402,motor,0.33
16,6,0.4,321,44,309,0,334,49,motor,0.883
21,6,0.4,300,606,284,637,317,674,motor,0.308
31,6,0.4,1240,361,1210,367,1271,402,motor,0.459
16,7,0.47,321,41,310,0,333,46,motor,0.834
21,7,0.47,302,605,285,635,319,673,motor,0.269
28,7,0.47,462,342,443,365,482,380,motor,0.257
31,7,0.47,1238,360,1208,367,1269,401,motor,0.43
16,8,0.53,322,36,311,0,333,41,motor,0.865
54,8,0.53,269,399,261,429,277,444,non_motor,0.516
16,9,0.6,321,34,311,0,332,38,motor,0.666
54,9,0.6,267,398,259,427,275,443,non_motor,0.498
55,9,0.6,220,338,213,363,228,376,non_motor,0.577
16,10,0.67,321,31,311,0,331,35,motor,0.494
54,10,0.67,266,398,256,424,276,443,non_motor,0.452
55,10,0.67,219,335,212,360,226,373,non_motor,0.55
60,10,0.67,286,550,276,578,296,612,motor,0.357
16,11,0.73,321,30,312,0,331,34,motor,0.438
54,11,0.73,264,400,253,422,276,445,non_motor,0.355
55,11,0.73,217,333,210,357,225,370,non_motor,0.448
60,11,0.73,286,549,276,576,296,611,motor,0.285
55,12,0.8,216,332,208,355,224,369,non_motor,0.267
60,12,0.8,285,549,275,577,296,611,motor,0.255
60,13,0.87,285,548,275,576,295,609,motor,0.295
60,14,0.93,285,546,275,573,295,607,motor,0.394
60,15,1.0,284,544,274,570,295,605,motor,0.488
60,16,1.07,284,544,273,568,296,605,motor,0.314
88,16,1.07,498,247,476,248,521,275,motor,0.648
60,17,1.13,284,543,273,567,296,604,motor,0.307
88,17,1.13,497,246,475,247,519,274,motor,0.654
96,17,1.13,304,595,290,623,319,662,motor,0.353
88,18,1.2,495,245,473,246,517,273,motor,0.589
96,18,1.2,305,598,289,622,321,665,motor,0.355
88,19,1.27,492,243,471,244,513,271,motor,0.5
107,19,1.27,549,344,533,367,565,383,motor,0.317
60,20,1.33,284,536,274,561,295,596,motor,0.282
88,20,1.33,489,243,468,243,510,270,motor,0.538
107,20,1.33,549,344,533,367,565,383,motor,0.343
60,21,1.4,285,535,275,560,296,595,motor,0.298
88,21,1.4,486,241,466,242,507,268,motor,0.546
107,21,1.4,549,344,533,367,565,383,motor,0.346
88,22,1.47,483,240,462,240,504,267,motor,0.497
107,22,1.47,549,344,533,367,565,383,motor,0.336
121,22,1.47,1150,354,1126,364,1174,394,motor,0.385
107,23,1.53,549,344,533,367,565,383,motor,0.315
121,23,1.53,1146,353,1123,363,1170,393,motor,0.374
107,24,1.6,549,344,534,367,565,383,motor,0.325
130,24,1.6,484,243,472,246,496,271,motor,0.473
107,25,1.67,549,344,534,367,565,383,motor,0.312
107,26,1.74,549,344,534,367,565,383,motor,0.291
140,26,1.74,339,68,330,45,348,76,motor,0.421
107,27,1.8,549,344,534,367,565,383,motor,0.288
121,27,1.8,1126,351,1102,360,1150,391,motor,0.489
144,27,1.8,301,62,283,0,319,69,motor,0.543
145,27,1.8,982,353,970,381,994,393,non_motor,0.437
107,28,1.87,549,344,534,367,565,383,motor,0.296
121,28,1.87,1121,351,1096,360,1146,391,motor,0.392
144,28,1.87,301,58,284,0,318,65,motor,0.569
107,29,1.94,549,344,534,367,565,383,motor,0.285
121,29,1.94,1116,350,1092,359,1140,389,motor,0.284
144,29,1.94,300,54,284,0,317,61,motor,0.481
158,29,1.94,268,380,261,409,275,423,non_motor,0.511
107,30,2.0,549,344,534,367,565,383,motor,0.261
121,30,2.0,1112,350,1087,357,1137,389,motor,0.42
144,30,2.0,300,51,285,0,316,57,motor,0.423
42,31,2.07,266,494,253,493,280,549,motor,0.298
107,31,2.07,549,344,534,367,565,383,motor,0.258
144,31,2.07,300,46,286,0,315,52,motor,0.391
165,31,2.07,157,575,142,606,173,639,motor,0.551
169,31,2.07,238,349,230,370,246,388,non_motor,0.512
107,32,2.14,550,344,534,367,566,383,motor,0.255
121,32,2.14,1106,349,1080,355,1132,388,motor,0.344
144,32,2.14,300,44,287,0,314,49,motor,0.399
165,32,2.14,160,576,145,607,176,640,motor,0.38
169,32,2.14,237,353,225,368,249,393,non_motor,0.395
121,33,2.2,1104,349,1078,355,1131,388,motor,0.406
144,33,2.2,300,41,288,0,313,46,motor,0.344
165,33,2.2,161,577,147,611,176,642,motor,0.33
169,33,2.2,235,357,221,366,250,397,non_motor,0.38
165,34,2.27,162,580,148,615,177,645,motor,0.279
181,34,2.27,333,35,323,1,343,39,motor,0.429
187,35,2.34,267,91,256,50,279,102,motor,0.316
144,36,2.4,299,32,289,0,310,36,motor,0.34
187,36,2.4,268,87,258,50,278,97,motor,0.346
144,37,2.47,299,29,289,0,310,33,motor,0.366
172,37,2.47,1124,357,1052,350,1196,397,motor,0.529
187,37,2.47,268,85,258,51,278,95,motor,0.376
42,38,2.54,265,488,254,495,277,543,motor,0.281
144,38,2.54,299,26,290,0,309,29,motor,0.347
165,38,2.54,168,591,154,626,182,657,motor,0.306
172,38,2.54,1121,357,1047,349,1196,397,motor,0.525
187,38,2.54,268,87,258,51,278,97,motor,0.363
42,39,2.6,265,488,254,495,277,543,motor,0.293
144,39,2.6,299,23,290,0,309,26,motor,0.376
165,39,2.6,169,594,154,629,185,661,motor,0.395
172,39,2.6,1117,356,1044,349,1191,396,motor,0.516
187,39,2.6,268,88,258,51,279,98,motor,0.369
42,40,2.67,266,487,255,496,277,542,motor,0.305
165,40,2.67,170,598,155,632,186,665,motor,0.434
172,40,2.67,1112,356,1039,348,1185,396,motor,0.553
187,40,2.67,268,88,258,50,279,98,motor,0.369
42,41,2.74,266,488,255,496,277,543,motor,0.354
165,41,2.74,171,602,156,636,187,669,motor,0.366
172,41,2.74,1106,355,1033,347,1179,395,motor,0.507
187,41,2.74,268,89,258,50,279,99,motor,0.366
42,42,2.8,266,487,255,496,277,542,motor,0.37
165,42,2.8,172,604,157,638,188,672,motor,0.534
172,42,2.8,1101,356,1028,347,1175,396,motor,0.485
187,42,2.8,269,91,258,50,280,102,motor,0.345
214,42,2.8,218,323,210,346,226,359,non_motor,0.49
217,42,2.8,259,99,244,53,275,111,motor,0.401
42,43,2.87,266,487,255,495,277,542,motor,0.308
165,43,2.87,174,606,159,640,189,674,motor,0.558
172,43,2.87,1096,355,1024,347,1168,395,motor,0.387
187,43,2.87,268,93,257,50,280,104,motor,0.341
217,43,2.87,258,99,243,52,274,111,motor,0.441
219,43,2.87,326,562,310,543,343,625,motor,0.434
7,44,2.94,303,117,289,91,318,131,motor,0.954
42,44,2.94,266,486,255,495,277,541,motor,0.298
165,44,2.94,175,610,160,642,191,678,motor,0.489
172,44,2.94,1091,356,1019,347,1164,396,motor,0.317
187,44,2.94,269,93,258,50,280,104,motor,0.33
217,44,2.94,258,100,243,52,274,112,motor,0.372
219,44,2.94,327,558,311,540,343,621,motor,0.31
7,45,3.0,302,115,288,88,317,128,motor,0.942
42,45,3.0,266,488,255,495,278,543,motor,0.287
165,45,3.0,176,613,160,645,193,682,motor,0.603
172,45,3.0,1087,355,1015,346,1159,395,motor,0.27
187,45,3.0,269,90,258,50,280,101,motor,0.321
217,45,3.0,256,100,242,56,271,112,motor,0.439
7,46,3.07,302,114,287,83,318,127,motor,0.97
42,46,3.07,266,488,254,494,278,543,motor,0.327
165,46,3.07,177,616,161,647,193,685,motor,0.544
172,46,3.07,1083,355,1013,347,1154,395,motor,0.307
187,46,3.07,269,90,259,50,279,100,motor,0.272
217,46,3.07,256,101,241,54,272,113,motor,0.306
219,46,3.07,327,553,312,537,342,615,motor,0.337
7,47,3.14,302,111,286,78,318,124,motor,0.957
42,47,3.14,265,487,254,494,277,542,motor,0.285
165,47,3.14,178,620,163,654,193,689,motor,0.396
172,47,3.14,1080,354,1012,347,1149,394,motor,0.358
187,47,3.14,268,86,259,50,278,96,motor,0.263
217,47,3.14,255,102,243,64,268,114,motor,0.431
219,47,3.14,326,550,312,539,341,612,motor,0.466
7,48,3.2,303,108,287,75,319,120,motor,0.956
42,48,3.2,266,488,254,494,278,543,motor,0.288
165,48,3.2,179,621,165,658,194,691,motor,0.375
172,48,3.2,1078,355,1010,347,1146,395,motor,0.395
187,48,3.2,269,82,260,50,278,92,motor,0.255
217,48,3.2,254,102,244,74,265,114,motor,0.426
7,49,3.27,303,103,288,72,318,115,motor,0.912
42,49,3.27,266,488,255,493,278,543,motor,0.26
165,49,3.27,181,624,167,661,195,694,motor,0.32
172,49,3.27,1072,353,1002,344,1143,393,motor,0.288
187,49,3.27,268,81,260,50,277,91,motor,0.288
217,49,3.27,254,102,246,83,263,114,motor,0.517
7,50,3.34,302,99,288,68,317,110,motor,0.912
165,50,3.34,183,628,169,665,197,698,motor,0.469
172,50,3.34,1066,352,997,343,1136,392,motor,0.25
246,50,3.34,326,505,312,524,340,562,motor,0.377
7,51,3.4,302,96,288,64,317,107,motor,0.902
165,51,3.4,185,631,171,668,199,702,motor,0.4
172,51,3.4,1059,351,991,343,1128,391,motor,0.365
251,51,3.4,256,106,243,56,269,118,motor,0.527
252,51,3.4,1257,401,1239,426,1275,446,motor,0.381
254,51,3.4,237,332,230,354,244,369,non_motor,0.446
7,52,3.47,303,92,288,60,318,103,motor,0.896
17,52,3.47,288,151,274,126,303,168,motor,0.46
165,52,3.47,186,634,172,672,200,705,motor,0.262
172,52,3.47,1054,350,987,342,1121,389,motor,0.312
251,52,3.47,256,108,246,74,266,121,motor,0.682
252,52,3.47,1251,400,1233,426,1269,445,motor,0.355
7,53,3.54,303,87,289,56,317,97,motor,0.859
17,53,3.54,288,147,273,120,304,164,motor,0.705
165,53,3.54,188,639,174,676,202,710,motor,0.35
172,53,3.54,1051,348,986,342,1116,387,motor,0.47
251,53,3.54,256,112,244,69,268,125,motor,0.639
252,53,3.54,1243,400,1226,426,1261,445,motor,0.477
7,54,3.6,303,82,289,52,317,92,motor,0.849
17,54,3.6,288,144,272,115,304,161,motor,0.662
165,54,3.6,189,642,176,680,203,714,motor,0.34
172,54,3.6,1049,348,984,342,1114,387,motor,0.423
251,54,3.6,256,114,242,58,271,127,motor,0.579
252,54,3.6,1238,399,1221,426,1255,444,motor,0.468
7,55,3.67,302,78,288,47,316,87,motor,0.934
17,55,3.67,288,140,272,109,304,156,motor,0.82
165,55,3.67,190,645,177,684,204,717,motor,0.457
172,55,3.67,1042,347,979,342,1105,386,motor,0.552
174,55,3.67,489,245,477,252,501,273,motor,0.313
251,55,3.67,256,115,241,54,272,128,motor,0.496
252,55,3.67,1231,399,1214,425,1249,444,motor,0.305
7,56,3.74,302,76,288,43,317,85,motor,0.955
17,56,3.74,288,135,273,106,304,151,motor,0.865
19,56,3.74,246,369,235,384,258,410,motor,0.446
165,56,3.74,191,648,179,688,204,720,motor,0.322
172,56,3.74,1037,346,975,342,1100,385,motor,0.466
174,56,3.74,489,245,477,252,501,273,motor,0.285
251,56,3.74,257,116,241,52,273,129,motor,0.404
252,56,3.74,1225,398,1208,424,1243,443,motor,0.314
267,56,3.74,893,351,880,375,906,390,motor,0.449
7,57,3.8,302,72,288,39,317,81,motor,0.957
17,57,3.8,288,133,273,104,303,148,motor,0.799
19,57,3.8,244,367,233,382,256,408,motor,0.474
172,57,3.8,1034,346,972,342,1096,385,motor,0.369
174,57,3.8,489,245,477,253,501,273,motor,0.296
251,57,3.8,257,117,241,51,274,130,motor,0.362
252,57,3.8,1220,397,1203,424,1237,442,motor,0.285
267,57,3.8,889,351,875,373,904,390,motor,0.329
7,58,3.87,302,70,287,34,318,78,motor,0.954
17,58,3.87,289,128,274,100,304,143,motor,0.686
19,58,3.87,241,365,230,380,253,406,motor,0.474
172,58,3.87,1028,345,967,342,1089,384,motor,0.531
174,58,3.87,489,245,477,253,501,273,motor,0.299
252,58,3.87,1214,397,1197,424,1232,442,motor,0.282
3,59,3.94,334,110,319,67,349,123,motor,0.658
7,59,3.94,302,66,287,30,317,74,motor,0.904
17,59,3.94,288,123,274,96,303,137,motor,0.693
19,59,3.94,239,363,228,379,251,404,motor,0.56
172,59,3.94,1023,345,962,342,1085,384,motor,0.427
174,59,3.94,489,245,477,253,501,273,motor,0.321
252,59,3.94,1209,397,1192,424,1227,442,motor,0.316
3,60,4.0,333,108,319,64,348,120,motor,0.688
7,60,4.0,301,63,287,28,316,70,motor,0.934
17,60,4.0,288,118,274,92,302,132,motor,0.625
19,60,4.0,237,361,226,378,249,402,motor,0.44
172,60,4.0,1020,344,960,342,1081,383,motor,0.467
174,60,4.0,489,245,477,253,501,273,motor,0.328
3,61,4.07,333,105,319,61,348,117,motor,0.551
7,61,4.07,302,58,288,25,316,65,motor,0.862
17,61,4.07,287,116,273,88,301,129,motor,0.697
19,61,4.07,235,360,224,375,247,400,motor,0.404
42,61,4.07,269,494,255,492,283,549,motor,0.289
107,61,4.07,549,344,533,367,565,383,motor,0.254
172,61,4.07,1018,344,958,342,1078,383,motor,0.339
174,61,4.07,489,245,477,252,501,273,motor,0.321
252,61,4.07,1197,397,1179,423,1215,442,motor,0.253
259,61,4.07,200,48,188,20,213,54,motor,0.429
3,62,4.14,333,101,319,58,347,113,motor,0.368
7,62,4.14,301,55,288,23,315,62,motor,0.856
10,62,4.14,325,193,308,140,342,215,motor,0.39
17,62,4.14,286,114,272,85,301,127,motor,0.698
19,62,4.14,233,359,221,374,245,399,motor,0.404
42,62,4.14,269,494,255,490,283,549,motor,0.287
172,62,4.14,1014,343,955,342,1074,382,motor,0.343
174,62,4.14,489,245,477,252,501,273,motor,0.326
246,62,4.14,326,505,312,523,340,562,motor,0.305
259,62,4.14,201,50,188,22,214,56,motor,0.465
282,62,4.14,1089,467,1059,476,1120,519,motor,0.778
7,63,4.2,302,51,288,16,317,57,motor,0.833
17,63,4.2,286,111,271,80,301,124,motor,0.742
19,63,4.2,230,357,218,372,243,397,motor,0.41
42,63,4.2,269,493,255,488,283,548,motor,0.381
107,63,4.2,549,344,533,367,565,383,motor,0.258
172,63,4.2,1012,343,954,343,1071,382,motor,0.286
174,63,4.2,489,245,477,252,501,273,motor,0.328
246,63,4.2,325,504,312,522,339,560,motor,0.253
259,63,4.2,202,54,190,26,215,60,motor,0.537
282,63,4.2,1090,467,1061,478,1119,519,motor,0.535
3,64,4.27,333,95,319,51,347,106,motor,0.48
7,64,4.27,302,47,288,12,317,53,motor,0.921
17,64,4.27,285,107,270,75,301,119,motor,0.724
19,64,4.27,228,356,215,369,241,396,motor,0.428
42,64,4.27,270,493,255,484,285,548,motor,0.434
107,64,4.27,549,344,533,367,565,383,motor,0.282
172,64,4.27,1005,342,945,340,1066,381,motor,0.285
174,64,4.27,489,245,477,252,501,273,motor,0.315
246,64,4.27,325,502,312,521,339,558,motor,0.356
259,64,4.27,202,56,190,29,215,63,motor,0.64
282,64,4.27,1087,459,1065,479,1110,511,motor,0.373
3,65,4.34,333,93,319,47,348,104,motor,0.723
7,65,4.34,301,44,287,8,316,49,motor,0.826
17,65,4.34,285,102,270,72,300,114,motor,0.605
19,65,4.34,225,355,212,367,239,395,motor,0.509
42,65,4.34,270,493,254,481,286,548,motor,0.371
107,65,4.34,549,344,533,367,566,383,motor,0.28
172,65,4.34,1001,342,941,340,1061,380,motor,0.365
174,65,4.34,489,245,477,252,501,273,motor,0.312
252,65,4.34,1176,396,1159,423,1193,440,motor,0.323
259,65,4.34,203,57,191,31,215,64,motor,0.706
292,65,4.34,286,646,276,694,296,718,motor,0.351
3,66,4.4,332,90,318,44,347,101,motor,0.71
7,66,4.4,300,39,287,6,314,44,motor,0.882
10,66,4.4,323,180,306,124,341,200,motor,0.286
17,66,4.4,285,98,270,68,300,109,motor,0.666
19,66,4.4,222,352,209,366,236,392,motor,0.462
42,66,4.4,270,492,256,488,284,547,motor,0.351
107,66,4.4,549,344,533,367,566,383,motor,0.297
174,66,4.4,488,245,477,252,500,273,motor,0.329
259,66,4.4,203,59,192,34,215,66,motor,0.634
282,66,4.4,1093,456,1074,480,1112,507,motor,0.293
292,66,4.4,285,646,275,694,295,718,motor,0.299
3,67,4.47,333,89,319,41,347,99,motor,0.47
7,67,4.47,300,36,287,2,313,40,motor,0.821
10,67,4.47,322,163,308,120,336,182,motor,0.375
13,67,4.47,1103,449,1082,476,1124,499,motor,0.565
17,67,4.47,285,93,270,62,300,104,motor,0.717
19,67,4.47,220,351,208,366,233,390,motor,0.527
42,67,4.47,269,492,256,494,282,547,motor,0.311
107,67,4.47,549,344,533,367,566,383,motor,0.317
172,67,4.47,990,341,929,339,1051,379,motor,0.264
174,67,4.47,488,245,477,252,500,273,motor,0.353
259,67,4.47,204,62,193,37,216,69,motor,0.533
282,67,4.47,1098,459,1075,480,1121,511,motor,0.705
292,67,4.47,285,646,275,694,295,718,motor,0.289
298,67,4.47,152,289,145,310,160,322,non_motor,0.375
3,68,4.54,332,84,319,40,345,94,motor,0.54
7,68,4.54,299,33,286,0,312,37,motor,0.821
10,68,4.54,322,162,307,117,337,180,motor,0.389
13,68,4.54,1109,448,1088,475,1130,498,motor,0.7
17,68,4.54,284,89,269,56,299,99,motor,0.631
19,68,4.54,217,349,205,365,229,388,motor,0.579
20,68,4.54,596,279,580,293,613,311,motor,0.272
42,68,4.54,269,492,256,496,282,547,motor,0.291
107,68,4.54,549,344,533,367,566,383,motor,0.316
174,68,4.54,488,245,477,253,500,273,motor,0.355
259,68,4.54,205,63,194,40,216,71,motor,0.564
282,68,4.54,1100,458,1077,478,1124,509,motor,0.677
292,68,4.54,284,646,274,693,295,718,motor,0.293
3,69,4.6,332,80,320,37,345,89,motor,0.549
7,69,4.6,299,30,287,0,312,34,motor,0.683
10,69,4.6,322,162,306,111,338,181,motor,0.357
13,69,4.6,1113,449,1091,475,1135,499,motor,0.754
17,69,4.6,283,85,268,52,299,95,motor,0.536
19,69,4.6,214,347,202,364,226,386,motor,0.588
20,69,4.6,592,279,575,291,609,310,motor,0.445
42,69,4.6,268,491,256,498,281,546,motor,0.389
107,69,4.6,549,344,533,367,566,383,motor,0.302
174,69,4.6,488,245,477,253,500,273,motor,0.332
259,69,4.6,204,66,193,42,215,74,motor,0.38
282,69,4.6,1107,462,1080,478,1134,514,motor,0.845
292,69,4.6,285,646,274,693,296,718,motor,0.45
3,70,4.67,332,77,319,34,345,86,motor,0.665
7,70,4.67,299,26,288,0,310,29,motor,0.69
10,70,4.67,322,163,305,107,339,182,motor,0.365
13,70,4.67,1116,449,1095,475,1138,499,motor,0.716
17,70,4.67,283,81,268,47,299,90,motor,0.625
19,70,4.67,211,345,199,362,223,384,motor,0.476
20,70,4.67,587,277,571,290,603,308,motor,0.45
42,70,4.67,267,491,255,498,280,546,motor,0.429
107,70,4.67,549,344,533,367,566,383,motor,0.288
174,70,4.67,489,245,477,253,501,273,motor,0.338
259,70,4.67,205,70,194,44,217,78,motor,0.548
282,70,4.67,1111,459,1086,478,1136,511,motor,0.802
292,70,4.67,285,646,274,691,297,718,motor,0.439
3,71,4.74,332,75,319,31,346,84,motor,0.693
7,71,4.74,298,21,289,0,308,24,motor,0.575
10,71,4.74,321,153,305,102,337,170,motor,0.29
13,71,4.74,1121,449,1101,476,1142,499,motor,0.495
17,71,4.74,284,77,269,44,299,86,motor,0.755
19,71,4.74,210,343,198,361,222,382,motor,0.399
20,71,4.74,581,274,566,288,597,305,motor,0.288
42,71,4.74,267,490,255,498,279,545,motor,0.515
107,71,4.74,549,344,533,367,566,383,motor,0.294
174,71,4.74,488,245,477,253,500,273,motor,0.343
252,71,4.74,1145,395,1128,422,1163,439,motor,0.37
259,71,4.74,206,73,194,47,218,82,motor,0.584
282,71,4.74,1113,460,1088,479,1139,512,motor,0.743
292,71,4.74,285,646,273,689,298,718,motor,0.442
3,72,4.8,332,72,319,27,345,81,motor,0.794
7,72,4.8,299,19,290,0,309,22,motor,0.591
10,72,4.8,321,154,304,98,338,172,motor,0.421
13,72,4.8,1127,449,1106,476,1148,499,motor,0.671
17,72,4.8,285,72,270,40,300,81,motor,0.676
19,72,4.8,208,342,196,359,220,381,motor,0.333
20,72,4.8,576,273,560,286,592,304,motor,0.329
42,72,4.8,267,490,255,498,279,545,motor,0.509
107,72,4.8,549,344,533,367,566,383,motor,0.291
174,72,4.8,489,245,477,253,501,273,motor,0.343
247,72,4.8,270,86,260,50,280,96,motor,0.3
252,72,4.8,1140,394,1123,421,1157,438,motor,0.279
259,72,4.8,206,76,195,49,218,85,motor,0.409
282,72,4.8,1116,459,1091,478,1141,510,motor,0.811
292,72,4.8,285,646,273,687,298,718,motor,0.389
3,73,4.87,332,71,319,25,346,79,motor,0.843
7,73,4.87,300,18,291,0,309,20,motor,0.471
10,73,4.87,320,153,303,95,338,171,motor,0.491
13,73,4.87,1131,449,1111,476,1152,499,motor,0.652
17,73,4.87,286,68,271,34,302,76,motor,0.498
20,73,4.87,571,272,556,285,587,303,motor,0.61
42,73,4.87,266,490,254,497,279,545,motor,0.524
107,73,4.87,551,344,534,365,568,383,motor,0.279
174,73,4.87,489,245,477,253,501,273,motor,0.349
247,73,4.87,269,88,259,51,280,98,motor,0.299
259,73,4.87,206,81,194,52,219,90,motor,0.401
282,73,4.87,1121,467,1089,479,1154,519,motor,0.756
292,73,4.87,286,646,273,686,299,718,motor,0.37
311,73,4.87,264,40,254,19,274,45,motor,0.336
3,74,4.94,332,67,319,22,346,75,motor,0.627
10,74,4.94,320,152,302,92,338,169,motor,0.595
13,74,4.94,1136,448,1116,476,1156,498,motor,0.547
17,74,4.94,287,63,272,29,302,71,motor,0.385
19,74,4.94,202,342,189,356,215,380,motor,0.31
20,74,4.94,566,270,551,283,582,301,motor,0.619
42,74,4.94,266,488,254,496,279,543,motor,0.465
107,74,4.94,551,344,534,365,569,383,motor,0.313
174,74,4.94,489,245,477,253,501,273,motor,0.338
247,74,4.94,268,90,258,50,279,100,motor,0.26
259,74,4.94,206,83,194,55,219,93,motor,0.509
282,74,4.94,1123,467,1091,479,1156,519,motor,0.74
292,74,4.94,285,645,272,685,298,717,motor,0.323
311,74,4.94,263,40,253,18,274,45,motor,0.284
3,75,5.0,332,65,317,13,347,73,motor,0.581
10,75,5.0,319,150,302,90,337,167,motor,0.511
13,75,5.0,1141,448,1122,476,1161,498,motor,0.649
17,75,5.0,287,59,273,27,301,66,motor,0.622
19,75,5.0,199,341,186,355,212,379,motor,0.39
20,75,5.0,563,270,547,282,579,300,motor,0.693
42,75,5.0,266,486,254,495,278,541,motor,0.426
107,75,5.0,552,344,535,365,569,383,motor,0.27
174,75,5.0,488,245,477,253,500,273,motor,0.331
259,75,5.0,207,86,194,57,220,96,motor,0.573
282,75,5.0,1125,468,1091,480,1160,521,motor,0.769
292,75,5.0,285,645,272,683,299,717,motor,0.266
311,75,5.0,263,40,253,17,274,45,motor,0.252
314,75,5.0,836,347,822,370,851,386,motor,0.441
3,76,5.07,332,63,316,7,348,71,motor,0.699
10,76,5.07,319,146,301,86,337,163,motor,0.533
13,76,5.07,1147,447,1128,476,1166,497,motor,0.713
17,76,5.07,287,55,274,24,301,62,motor,0.443
19,76,5.07,196,339,183,354,209,377,motor,0.494
20,76,5.07,558,269,540,278,577,299,motor,0.758
42,76,5.07,266,482,255,495,277,536,motor,0.367
174,76,5.07,489,245,477,253,501,273,motor,0.342
202,76,5.07,284,551,273,579,295,613,motor,0.351
259,76,5.07,207,87,195,59,220,97,motor,0.75
282,76,5.07,1127,468,1092,478,1163,521,motor,0.74
292,76,5.07,285,645,272,683,299,717,motor,0.368
311,76,5.07,264,40,253,16,276,45,motor,0.313
3,77,5.14,331,62,315,3,348,69,motor,0.809
10,77,5.14,318,142,300,81,336,158,motor,0.601
13,77,5.14,1152,448,1133,477,1171,498,motor,0.492
17,77,5.14,286,51,272,15,301,57,motor,0.534
19,77,5.14,192,337,180,354,205,375,motor,0.253
20,77,5.14,554,269,535,276,574,299,motor,0.625
42,77,5.14,266,475,257,495,275,528,motor,0.31
174,77,5.14,488,245,477,253,500,273,motor,0.318
202,77,5.14,284,553,272,579,296,615,motor,0.44
252,77,5.14,1115,394,1097,420,1133,438,motor,0.273
259,77,5.14,208,90,196,61,221,100,motor,0.789
282,77,5.14,1131,470,1093,478,1169,523,motor,0.733
311,77,5.14,265,40,254,15,277,45,motor,0.343
3,78,5.21,331,60,315,0,348,67,motor,0.798
10,78,5.21,318,138,300,78,336,154,motor,0.66
13,78,5.21,1155,448,1137,477,1174,498,motor,0.402
17,78,5.21,285,46,270,10,301,52,motor,0.512
20,78,5.21,550,268,531,274,570,298,motor,0.59
107,78,5.21,551,344,534,365,568,383,motor,0.262
174,78,5.21,488,244,477,253,500,272,motor,0.306
202,78,5.21,284,553,272,578,296,615,motor,0.443
259,78,5.21,208,91,196,62,221,102,motor,0.72
282,78,5.21,1134,472,1095,479,1174,525,motor,0.752
311,78,5.21,266,40,254,14,278,45,motor,0.335
3,79,5.27,331,56,315,0,347,63,motor,0.691
10,79,5.27,318,135,300,74,336,150,motor,0.659
13,79,5.27,1160,449,1141,477,1180,499,motor,0.574
17,79,5.27,286,43,271,3,302,48,motor,0.26
19,79,5.27,185,333,173,351,197,371,motor,0.318
20,79,5.27,547,266,528,273,566,296,motor,0.792
107,79,5.27,551,343,534,365,568,382,motor,0.284
174,79,5.27,488,244,477,252,500,272,motor,0.309
202,79,5.27,284,550,273,577,296,612,motor,0.457
259,79,5.27,208,94,195,64,221,105,motor,0.547
282,79,5.27,1140,464,1107,478,1173,516,motor,0.717
311,79,5.27,266,39,255,16,277,44,motor,0.392
323,79,5.27,1173,475,1139,501,1207,528,motor,0.461
3,80,5.34,330,53,315,0,345,59,motor,0.692
10,80,5.34,317,131,299,70,336,146,motor,0.607
13,80,5.34,1165,448,1147,477,1184,498,motor,0.556
17,80,5.34,284,36,269,0,299,41,motor,0.322
19,80,5.34,181,333,169,351,194,370,motor,0.377
20,80,5.34,543,263,525,271,562,293,motor,0.596
174,80,5.34,488,244,477,253,500,272,motor,0.311
202,80,5.34,284,549,273,575,296,610,motor,0.515
259,80,5.34,209,96,196,66,222,107,motor,0.534
282,80,5.34,1140,466,1105,478,1176,518,motor,0.666
311,80,5.34,266,38,256,17,276,43,motor,0.304
3,81,5.41,330,50,316,0,344,56,motor,0.804
10,81,5.41,317,127,299,65,336,142,motor,0.452
13,81,5.41,1169,448,1151,477,1188,498,motor,0.445
20,81,5.41,539,261,522,270,556,290,motor,0.454
