track_id,frame,time(s),x(px),y(px),class,conf
327,59,5.9,847,335,motor,0.97
327,60,6.0,850,335,motor,0.97
327,61,6.1,854,336,motor,0.95
327,62,6.2,858,336,motor,0.97
327,63,6.3,863,336,motor,0.98
327,64,6.4,866,337,motor,0.98
327,65,6.5,870,337,motor,0.98
327,66,6.6,873,337,motor,0.98
327,67,6.7,876,336,motor,0.96
327,68,6.8,880,336,motor,0.97
327,69,6.9,883,335,motor,0.97
327,70,7.0,884,335,motor,0.97
327,71,7.1,886,335,motor,0.96
327,72,7.2,888,334,motor,0.96
327,73,7.3,889,334,motor,0.95
327,74,7.4,890,333,motor,0.97
327,75,7.5,890,333,motor,0.98
327,76,7.6,892,333,motor,0.96
327,77,7.7,894,333,motor,0.96
327,78,7.8,897,332,motor,0.96
327,79,7.9,899,332,motor,0.97
327,80,8.0,901,331,motor,0.97
327,81,8.1,903,329,motor,0.97
327,82,8.2,905,329,motor,0.99
327,83,8.3,910,329,motor,0.99
327,84,8.4,914,329,motor,0.99
327,85,8.5,918,328,motor,0.99
327,86,8.6,922,327,motor,0.98
327,87,8.7,925,326,motor,0.98
327,88,8.8,928,326,motor,0.99
327,89,8.9,929,325,motor,0.99
327,90,9.0,931,324,motor,0.98
327,91,9.1,931,324,motor,0.97
327,92,9.2,932,324,motor,0.97
327,93,9.3,933,324,motor,0.95
327,94,9.4,935,325,motor,0.81
327,95,9.5,936,324,motor,0.65
327,96,9.6,937,324,motor,0.69
327,97,9.7,937,324,motor,0.66
327,98,9.8,937,324,motor,0.59
327,99,9.9,939,324,motor,0.54
327,100,10.0,940,324,motor,0.48
327,101,10.1,942,324,motor,0.54
327,102,10.2,943,324,motor,0.52
327,103,10.3,944,324,motor,0.53
327,104,10.4,945,323,motor,0.57
327,105,10.5,946,323,motor,0.56
327,106,10.6,947,322,motor,0.52
328,1,0.1,293,174,motor,0.95
328,2,0.2,293,184,motor,0.96
328,3,0.3,293,197,motor,0.93
328,4,0.4,294,207,motor,0.9
328,5,0.5,295,219,motor,0.92
328,6,0.6,295,230,motor,0.92
328,7,0.7,296,242,motor,0.93
328,8,0.8,296,252,motor,0.86
328,9,0.9,296,262,motor,0.94
328,10,1.0,297,274,motor,0.93
328,11,1.1,297,285,motor,0.97
328,12,1.2,297,296,motor,0.89
328,13,1.3,297,306,motor,0.96
328,14,1.4,297,318,motor,0.95
328,15,1.5,297,329,motor,0.96
328,16,1.6,297,341,motor,0.87
328,17,1.7,297,351,motor,0.95
328,18,1.8,298,363,motor,0.9
328,19,1.9,298,374,motor,0.94
328,20,2.0,298,386,motor,0.73
328,21,2.1,298,396,motor,0.93
328,22,2.2,298,407,motor,0.82
328,23,2.3,298,419,motor,0.87
328,24,2.4,297,430,motor,0.92
328,25,2.5,297,441,motor,0.92
328,26,2.6,297,453,motor,0.97
328,27,2.7,297,465,motor,0.96
328,28,2.8,297,475,motor,0.95
328,29,2.9,298,485,motor,0.98
328,30,3.0,299,486,motor,0.95
328,31,3.1,300,486,motor,0.88
328,32,3.2,300,486,motor,0.6
328,33,3.3,302,486,motor,0.59
329,1,0.1,243,361,motor,0.94
329,2,0.2,243,371,motor,0.95
329,3,0.3,243,384,motor,0.87
329,4,0.4,243,396,motor,0.95
329,5,0.5,242,410,motor,0.89
329,6,0.6,242,421,motor,0.91
329,7,0.7,242,433,motor,0.95
329,8,0.8,241,444,motor,0.88
329,9,0.9,240,456,motor,0.95
329,10,1.0,240,467,motor,0.96
329,11,1.1,239,478,motor,0.93
329,12,1.2,238,486,motor,0.91
329,13,1.3,238,486,motor,0.82
329,14,1.4,237,486,motor,0.7
329,15,1.5,237,486,motor,0.63
330,76,7.6,827,301,motor,0.92
330,77,7.7,826,301,motor,0.95
330,78,7.8,826,301,motor,0.98
330,79,7.9,826,301,motor,0.96
330,80,8.0,826,301,motor,0.95
330,81,8.1,825,302,motor,0.94
330,82,8.2,825,302,motor,0.96
330,83,8.3,827,302,motor,0.92
330,84,8.4,829,303,motor,0.9
330,85,8.5,831,303,motor,0.93
330,86,8.6,832,304,motor,0.91
330,87,8.7,833,304,motor,0.94
330,88,8.8,834,305,motor,0.9
330,89,8.9,835,306,motor,0.89
330,90,9.0,836,306,motor,0.85
330,91,9.1,837,306,motor,0.85
330,92,9.2,838,307,motor,0.64
330,93,9.3,839,309,motor,0.75
330,94,9.4,842,309,motor,0.64
330,95,9.5,843,309,motor,0.63
330,96,9.6,842,311,motor,0.56
330,97,9.7,844,311,motor,0.55
330,98,9.8,845,311,motor,0.67
330,99,9.9,849,312,motor,0.84
330,100,10.0,854,312,motor,0.63
330,101,10.1,856,313,motor,0.84
330,102,10.2,858,313,motor,0.8
330,103,10.3,860,313,motor,0.9
330,104,10.4,862,314,motor,0.94
330,105,10.5,863,315,motor,0.89
330,106,10.6,865,315,motor,0.86
330,107,10.7,867,315,motor,0.87
330,108,10.8,869,315,motor,0.95
330,109,10.9,870,316,motor,0.96
330,110,11.0,871,317,motor,0.95
330,111,11.1,873,318,motor,0.97
330,112,11.2,875,318,motor,0.93
330,113,11.3,877,319,motor,0.91
330,114,11.4,880,320,motor,0.9
330,115,11.5,882,320,motor,0.74
330,116,11.6,883,321,motor,0.88
330,117,11.7,885,322,motor,0.9
330,118,11.8,887,323,motor,0.94
330,119,11.9,889,323,motor,0.95
330,120,12.0,891,323,motor,0.97
330,121,12.1,893,323,motor,0.97
330,122,12.2,895,324,motor,0.98
330,123,12.3,897,324,motor,0.97
330,124,12.4,900,324,motor,0.98
330,125,12.5,902,324,motor,0.98
330,126,12.6,904,324,motor,0.98
330,127,12.7,906,324,motor,0.98
330,128,12.8,907,324,motor,0.99
330,129,12.9,909,324,motor,0.97
330,130,13.0,912,324,motor,0.97
330,131,13.1,914,324,motor,0.98
330,132,13.2,916,324,motor,0.98
330,133,13.3,918,324,motor,0.99
330,134,13.4,921,324,motor,0.98
330,135,13.5,923,324,motor,0.96
331,76,7.6,745,333,motor,0.82
331,77,7.7,748,333,motor,0.87
331,78,7.8,750,333,motor,0.87
331,79,7.9,752,333,motor,0.89
331,80,8.0,753,333,motor,0.87
331,81,8.1,754,332,motor,0.84
331,82,8.2,755,333,motor,0.76
331,83,8.3,759,332,motor,0.79
331,84,8.4,762,332,motor,0.91
331,85,8.5,764,333,motor,0.91
331,86,8.6,767,332,motor,0.86
331,87,8.7,770,332,motor,0.75
331,88,8.8,772,333,motor,0.85
331,89,8.9,774,333,motor,0.88
331,90,9.0,776,333,motor,0.87
331,91,9.1,778,333,motor,0.9
331,92,9.2,779,333,motor,0.8
331,93,9.3,781,333,motor,0.71
331,94,9.4,784,333,motor,0.86
331,95,9.5,785,333,motor,0.92
331,96,9.6,786,333,motor,0.93
331,97,9.7,786,333,motor,0.94
331,98,9.8,787,333,motor,0.94
331,99,9.9,788,333,motor,0.95
331,100,10.0,789,333,motor,0.96
331,101,10.1,791,333,motor,0.95
331,102,10.2,792,333,motor,0.92
331,103,10.3,793,333,motor,0.92
331,104,10.4,794,333,motor,0.92
331,105,10.5,795,333,motor,0.92
331,106,10.6,795,333,motor,0.91
331,107,10.7,796,334,motor,0.91
331,108,10.8,796,334,motor,0.91
331,109,10.9,796,334,motor,0.93
331,110,11.0,797,335,motor,0.94
331,111,11.1,797,335,motor,0.94
331,112,11.2,797,335,motor,0.92
331,113,11.3,798,335,motor,0.93
331,114,11.4,798,334,motor,0.91
331,115,11.5,798,334,motor,0.93
331,116,11.6,798,334,motor,0.94
331,117,11.7,799,334,motor,0.95
331,118,11.8,799,334,motor,0.93
331,119,11.9,800,335,motor,0.9
331,120,12.0,801,335,motor,0.89
331,121,12.1,803,335,motor,0.89
331,122,12.2,804,335,motor,0.89
331,123,12.3,806,335,motor,0.82
331,124,12.4,807,335,motor,0.86
331,125,12.5,808,336,motor,0.85
331,126,12.6,809,336,motor,0.88
331,127,12.7,810,336,motor,0.88
331,128,12.8,811,336,motor,0.92
331,129,12.9,812,336,motor,0.93
331,130,13.0,812,336,motor,0.94
331,131,13.1,813,336,motor,0.92
331,132,13.2,815,336,motor,0.85
331,133,13.3,817,336,motor,0.83
331,134,13.4,818,337,motor,0.82
331,135,13.5,820,338,motor,0.84
332,1,0.1,660,321,motor,0.95
332,2,0.2,667,323,motor,0.97
332,3,0.3,677,325,motor,0.9
332,4,0.4,686,328,motor,0.97
332,5,0.5,695,330,motor,0.94
332,6,0.6,704,330,motor,0.9
332,7,0.7,713,330,motor,0.93
332,8,0.8,723,332,motor,0.86
332,9,0.9,730,333,motor,0.94
332,10,1.0,739,334,motor,0.87
332,11,1.1,747,335,motor,0.91
332,12,1.2,756,336,motor,0.95
332,13,1.3,764,337,motor,0.92
332,14,1.4,774,337,motor,0.95
332,15,1.5,783,339,motor,0.94
332,16,1.6,794,340,motor,0.94
332,17,1.7,803,342,motor,0.95
332,18,1.8,812,342,motor,0.95
332,19,1.9,822,343,motor,0.92
332,20,2.0,830,344,motor,0.96
332,21,2.1,838,344,motor,0.95
332,22,2.2,847,344,motor,0.96
332,23,2.3,855,344,motor,0.96
332,24,2.4,863,344,motor,0.93
332,25,2.5,870,344,motor,0.94
332,26,2.6,878,344,motor,0.97
332,27,2.7,885,345,motor,0.95
332,28,2.8,890,344,motor,0.96
332,29,2.9,897,344,motor,0.97
332,30,3.0,902,343,motor,0.95
332,31,3.1,908,343,motor,0.94
332,32,3.2,913,342,motor,0.97
332,33,3.3,916,342,motor,0.98
332,34,3.4,920,342,motor,0.97
332,35,3.5,921,342,motor,0.98
332,36,3.6,923,341,motor,0.97
332,37,3.7,925,340,motor,0.9
332,38,3.8,926,338,motor,0.94
332,39,3.9,928,339,motor,0.93
332,40,4.0,930,337,motor,0.89
332,41,4.1,930,338,motor,0.87
332,42,4.2,931,339,motor,0.85
332,43,4.3,934,337,motor,0.94
332,44,4.4,935,335,motor,0.87
332,45,4.5,937,335,motor,0.71
332,46,4.6,939,334,motor,0.61
332,47,4.7,941,333,motor,0.6
332,48,4.8,942,333,motor,0.45
333,1,0.1,308,486,motor,0.83
333,2,0.2,308,486,motor,0.65
333,3,0.3,308,486,motor,0.53
334,1,0.1,438,162,motor,0.9
334,2,0.2,442,166,motor,0.83
334,3,0.3,447,168,motor,0.87
334,4,0.4,453,169,motor,0.91
334,5,0.5,457,170,motor,0.93
334,6,0.6,462,171,motor,0.95
334,7,0.7,467,172,motor,0.97
334,8,0.8,472,174,motor,0.98
334,9,0.9,477,176,motor,0.96
334,10,1.0,482,176,motor,0.99
334,11,1.1,487,178,motor,0.99
334,12,1.2,492,177,motor,0.97
334,13,1.3,497,177,motor,0.97
334,14,1.4,502,176,motor,0.94
334,15,1.5,508,173,motor,0.95
334,16,1.6,513,172,motor,0.97
334,17,1.7,518,171,motor,0.98
334,18,1.8,523,171,motor,0.98
334,19,1.9,528,171,motor,0.99
334,20,2.0,534,168,motor,0.97
334,21,2.1,539,166,motor,0.97
334,22,2.2,543,166,motor,0.95
334,23,2.3,548,167,motor,0.97
334,24,2.4,553,165,motor,0.98
334,25,2.5,558,165,motor,0.99
334,26,2.6,562,167,motor,0.99
334,27,2.7,568,166,motor,0.96
334,28,2.8,572,163,motor,0.96
334,29,2.9,576,162,motor,0.95
334,30,3.0,579,162,motor,0.97
334,31,3.1,583,161,motor,0.92
334,32,3.2,587,157,motor,0.94
334,33,3.3,591,153,motor,0.91
334,34,3.4,594,152,motor,0.93
334,35,3.5,597,151,motor,0.9
334,36,3.6,600,147,motor,0.95
334,37,3.7,603,144,motor,0.92
334,38,3.8,606,140,motor,0.94
334,39,3.9,608,137,motor,0.96
334,40,4.0,611,132,motor,1.0
334,41,4.1,613,128,motor,0.99
334,42,4.2,615,123,motor,0.98
334,43,4.3,616,118,motor,0.99
334,44,4.4,617,115,motor,0.97
334,45,4.5,619,109,motor,0.99
334,46,4.6,620,104,motor,0.95
334,47,4.7,621,98,motor,0.98
334,48,4.8,622,93,motor,0.97
334,49,4.9,623,87,motor,0.99
334,50,5.0,624,81,motor,0.99
334,51,5.1,625,74,motor,0.98
334,52,5.2,626,67,motor,0.98
334,53,5.3,627,61,motor,0.99
334,54,5.4,627,55,motor,0.95
334,55,5.5,626,48,motor,0.95
334,56,5.6,626,41,motor,0.97
334,57,5.7,625,35,motor,0.95
334,58,5.8,626,27,motor,0.4
335,76,7.6,644,370,non_motor,0.88
335,77,7.7,643,369,non_motor,0.86
335,78,7.8,642,369,non_motor,0.71
335,79,7.9,642,369,non_motor,0.79
335,80,8.0,641,369,non_motor,0.72
335,81,8.1,640,366,non_motor,0.83
335,82,8.2,639,366,non_motor,0.84
335,83,8.3,640,365,non_motor,0.76
335,84,8.4,640,366,non_motor,0.79
335,85,8.5,640,366,non_motor,0.8
335,86,8.6,641,365,non_motor,0.85
335,87,8.7,641,366,non_motor,0.84
335,88,8.8,641,365,non_motor,0.82
335,89,8.9,641,365,non_motor,0.81
335,90,9.0,641,365,non_motor,0.87
335,91,9.1,641,365,non_motor,0.87
335,92,9.2,641,365,non_motor,0.88
335,93,9.3,642,365,non_motor,0.88
335,94,9.4,642,365,non_motor,0.89
335,95,9.5,642,366,non_motor,0.92
335,96,9.6,641,366,non_motor,0.9
335,97,9.7,641,366,non_motor,0.9
335,98,9.8,641,367,non_motor,0.9
335,99,9.9,641,367,non_motor,0.91
335,100,10.0,641,366,non_motor,0.87
335,101,10.1,641,366,non_motor,0.87
335,102,10.2,641,366,non_motor,0.88
335,103,10.3,641,367,non_motor,0.87
335,104,10.4,641,367,non_motor,0.86
335,105,10.5,641,367,non_motor,0.87
335,106,10.6,641,367,non_motor,0.88
335,107,10.7,641,367,non_motor,0.88
335,108,10.8,641,367,non_motor,0.87
335,109,10.9,641,367,non_motor,0.87
335,110,11.0,641,367,non_motor,0.89
335,111,11.1,641,367,non_motor,0.9
335,112,11.2,641,367,non_motor,0.9
335,113,11.3,641,367,non_motor,0.89
335,114,11.4,641,367,non_motor,0.88
335,115,11.5,641,367,non_motor,0.88
335,116,11.6,641,367,non_motor,0.88
335,117,11.7,641,367,non_motor,0.88
335,118,11.8,640,367,non_motor,0.87
335,119,11.9,640,367,non_motor,0.86
335,120,12.0,641,367,non_motor,0.88
335,121,12.1,641,367,non_motor,0.88
335,122,12.2,641,367,non_motor,0.89
335,123,12.3,641,367,non_motor,0.89
335,124,12.4,641,367,non_motor,0.88
335,125,12.5,641,367,non_motor,0.88
335,126,12.6,641,367,non_motor,0.88
335,127,12.7,642,367,non_motor,0.88
335,128,12.8,642,368,non_motor,0.88
335,129,12.9,642,367,non_motor,0.89
335,130,13.0,642,367,non_motor,0.88
335,131,13.1,642,366,non_motor,0.88
335,132,13.2,642,366,non_motor,0.88
335,133,13.3,642,366,non_motor,0.89
335,134,13.4,642,366,non_motor,0.9
335,135,13.5,642,365,non_motor,0.9
336,56,5.6,731,199,non_motor,0.65
336,57,5.7,731,199,non_motor,0.61
336,58,5.8,730,199,non_motor,0.51
336,59,5.9,730,199,non_motor,0.49
336,60,6.0,730,199,non_motor,0.58
336,61,6.1,730,199,non_motor,0.56
336,62,6.2,730,199,non_motor,0.55
336,63,6.3,730,199,non_motor,0.58
336,64,6.4,730,199,non_motor,0.57
336,65,6.5,730,199,non_motor,0.54
336,66,6.6,730,198,non_motor,0.63
336,67,6.7,729,198,non_motor,0.73
336,68,6.8,727,198,non_motor,0.67
336,69,6.9,726,198,non_motor,0.7
336,70,7.0,725,198,non_motor,0.67
336,71,7.1,722,198,non_motor,0.82
336,72,7.2,721,199,non_motor,0.7
336,73,7.3,719,199,non_motor,0.72
336,74,7.4,717,200,non_motor,0.81
336,75,7.5,715,201,non_motor,0.64
336,76,7.6,714,202,non_motor,0.67
336,77,7.7,712,203,non_motor,0.54
336,78,7.8,710,203,non_motor,0.37
336,79,7.9,710,204,non_motor,0.5
336,80,8.0,709,204,non_motor,0.44
336,81,8.1,707,204,non_motor,0.68
336,82,8.2,707,204,non_motor,0.63
336,83,8.3,708,204,non_motor,0.57
336,84,8.4,708,204,non_motor,0.53
336,85,8.5,708,204,non_motor,0.57
336,86,8.6,709,204,non_motor,0.55
336,87,8.7,710,204,non_motor,0.53
336,88,8.8,710,204,non_motor,0.55
336,89,8.9,710,203,non_motor,0.49
336,90,9.0,710,203,non_motor,0.44
336,91,9.1,710,203,non_motor,0.37
336,92,9.2,710,203,non_motor,0.39
336,93,9.3,710,203,non_motor,0.42
336,94,9.4,710,203,non_motor,0.49
336,95,9.5,709,202,non_motor,0.37
336,96,9.6,710,203,non_motor,0.34
336,97,9.7,709,203,non_motor,0.36
336,98,9.8,709,203,non_motor,0.41
336,99,9.9,710,202,non_motor,0.43
336,100,10.0,709,202,non_motor,0.44
336,101,10.1,709,202,non_motor,0.51
336,102,10.2,708,202,non_motor,0.35
336,103,10.3,708,202,non_motor,0.35
336,104,10.4,709,202,non_motor,0.29
336,105,10.5,708,201,non_motor,0.28
336,119,11.9,708,201,non_motor,0.29
336,120,12.0,708,202,non_motor,0.31
336,121,12.1,708,202,non_motor,0.3
336,122,12.2,708,202,non_motor,0.33
336,123,12.3,708,202,non_motor,0.35
336,124,12.4,708,202,non_motor,0.33
336,125,12.5,708,202,non_motor,0.31
336,126,12.6,708,202,non_motor,0.33
336,127,12.7,709,202,non_motor,0.26
336,128,12.8,709,202,non_motor,0.27
337,76,7.6,241,353,non_motor,0.43
337,77,7.7,242,352,non_motor,0.49
337,78,7.8,244,352,non_motor,0.61
337,79,7.9,245,352,non_motor,0.64
337,80,8.0,246,351,non_motor,0.6
337,81,8.1,247,351,non_motor,0.5
337,82,8.2,248,351,non_motor,0.56
337,83,8.3,248,351,non_motor,0.59
337,84,8.4,248,351,non_motor,0.6
337,85,8.5,248,351,non_motor,0.6
337,86,8.6,248,351,non_motor,0.6
337,87,8.7,248,351,non_motor,0.56
337,88,8.8,248,351,non_motor,0.57
337,89,8.9,248,351,non_motor,0.52
337,90,9.0,248,351,non_motor,0.53
337,91,9.1,248,351,non_motor,0.54
337,92,9.2,249,351,non_motor,0.5
337,93,9.3,248,351,non_motor,0.58
337,94,9.4,249,351,non_motor,0.6
337,95,9.5,249,351,non_motor,0.58
337,96,9.6,250,351,non_motor,0.5
337,97,9.7,251,349,non_motor,0.58
337,98,9.8,251,348,non_motor,0.49
337,99,9.9,251,348,non_motor,0.42
337,100,10.0,251,348,non_motor,0.46
337,101,10.1,251,349,non_motor,0.5
337,102,10.2,251,349,non_motor,0.54
337,103,10.3,251,349,non_motor,0.54
337,104,10.4,251,349,non_motor,0.58
337,105,10.5,251,349,non_motor,0.57
337,106,10.6,251,349,non_motor,0.56
337,107,10.7,250,349,non_motor,0.57
337,108,10.8,250,349,non_motor,0.57
337,109,10.9,251,349,non_motor,0.62
337,110,11.0,251,349,non_motor,0.65
337,111,11.1,251,349,non_motor,0.64
337,112,11.2,251,349,non_motor,0.62
337,113,11.3,251,349,non_motor,0.57
337,114,11.4,251,348,non_motor,0.6
337,115,11.5,251,348,non_motor,0.66
337,116,11.6,251,349,non_motor,0.65
337,117,11.7,251,349,non_motor,0.63
337,118,11.8,251,349,non_motor,0.62
337,119,11.9,251,350,non_motor,0.62
337,120,12.0,250,350,non_motor,0.64
337,121,12.1,251,350,non_motor,0.64
337,122,12.2,252,349,non_motor,0.63
337,123,12.3,251,350,non_motor,0.62
337,124,12.4,251,351,non_motor,0.63
337,125,12.5,251,350,non_motor,0.63
337,126,12.6,252,350,non_motor,0.64
337,127,12.7,252,350,non_motor,0.65
337,128,12.8,252,349,non_motor,0.67
337,129,12.9,252,349,non_motor,0.65
337,130,13.0,252,349,non_motor,0.64
337,131,13.1,251,349,non_motor,0.66
337,132,13.2,251,349,non_motor,0.68
337,133,13.3,251,349,non_motor,0.67
337,134,13.4,251,349,non_motor,0.7
337,135,13.5,251,349,non_motor,0.64
338,76,7.6,685,385,non_motor,0.8
338,77,7.7,683,384,non_motor,0.81
338,78,7.8,683,384,non_motor,0.81
338,79,7.9,683,384,non_motor,0.77
338,80,8.0,682,385,non_motor,0.87
338,81,8.1,681,384,non_motor,0.87
338,82,8.2,681,383,non_motor,0.87
338,83,8.3,681,383,non_motor,0.87
338,84,8.4,681,383,non_motor,0.86
338,85,8.5,681,383,non_motor,0.83
338,86,8.6,681,383,non_motor,0.84
338,87,8.7,681,383,non_motor,0.85
338,88,8.8,681,383,non_motor,0.85
338,89,8.9,681,383,non_motor,0.81
338,90,9.0,682,383,non_motor,0.81
338,91,9.1,682,383,non_motor,0.8
338,92,9.2,682,383,non_motor,0.77
338,93,9.3,682,383,non_motor,0.77
338,94,9.4,681,384,non_motor,0.78
338,95,9.5,678,383,non_motor,0.76
338,96,9.6,679,383,non_motor,0.72
338,97,9.7,681,382,non_motor,0.66
338,98,9.8,681,382,non_motor,0.71
338,99,9.9,680,383,non_motor,0.75
338,100,10.0,681,382,non_motor,0.86
338,101,10.1,681,382,non_motor,0.86
338,102,10.2,681,382,non_motor,0.81
338,103,10.3,681,383,non_motor,0.79
338,104,10.4,682,383,non_motor,0.79
338,105,10.5,681,383,non_motor,0.82
338,106,10.6,681,382,non_motor,0.81
338,107,10.7,682,382,non_motor,0.87
338,108,10.8,682,382,non_motor,0.86
338,109,10.9,682,382,non_motor,0.86
338,110,11.0,682,382,non_motor,0.87
338,111,11.1,681,382,non_motor,0.89
338,112,11.2,681,382,non_motor,0.9
338,113,11.3,681,382,non_motor,0.9
338,114,11.4,681,382,non_motor,0.88
338,115,11.5,681,383,non_motor,0.88
338,116,11.6,681,383,non_motor,0.88
338,117,11.7,681,383,non_motor,0.88
338,118,11.8,681,383,non_motor,0.87
338,119,11.9,681,383,non_motor,0.88
338,120,12.0,682,382,non_motor,0.87
338,121,12.1,682,382,non_motor,0.88
338,122,12.2,682,383,non_motor,0.87
338,123,12.3,682,382,non_motor,0.86
338,124,12.4,682,382,non_motor,0.85
338,125,12.5,682,382,non_motor,0.86
338,126,12.6,682,382,non_motor,0.87
338,127,12.7,682,382,non_motor,0.87
338,128,12.8,682,382,non_motor,0.87
338,129,12.9,682,382,non_motor,0.86
338,130,13.0,682,382,non_motor,0.86
338,131,13.1,682,382,non_motor,0.85
338,132,13.2,682,382,non_motor,0.86
338,133,13.3,682,382,non_motor,0.85
338,134,13.4,682,382,non_motor,0.87
338,135,13.5,682,381,non_motor,0.87
339,1,0.1,552,165,motor,0.84
339,2,0.2,556,166,motor,0.73
339,3,0.3,562,165,motor,0.76
339,4,0.4,568,166,motor,0.92
339,5,0.5,572,163,motor,0.96
339,6,0.6,578,162,motor,0.99
339,7,0.7,582,161,motor,0.95
339,8,0.8,587,158,motor,0.92
339,9,0.9,593,155,motor,0.89
339,10,1.0,599,153,motor,0.89
339,11,1.1,605,150,motor,0.91
339,12,1.2,609,145,motor,0.75
339,13,1.3,613,142,motor,0.83
339,14,1.4,617,138,motor,0.76
339,15,1.5,622,132,motor,0.71
339,16,1.6,626,127,motor,0.84
339,17,1.7,631,120,motor,0.77
339,18,1.8,635,113,motor,0.84
339,19,1.9,638,108,motor,0.92
339,20,2.0,642,99,motor,0.88
339,21,2.1,646,91,motor,0.92
339,22,2.2,648,85,motor,0.9
339,23,2.3,649,77,motor,0.96
339,24,2.4,651,70,motor,0.96
339,25,2.5,653,61,motor,0.97
339,26,2.6,652,54,motor,0.9
339,27,2.7,653,46,motor,0.95
339,28,2.8,652,38,motor,0.86
339,29,2.9,652,31,motor,0.57
340,1,0.1,760,419,non_motor,0.76
340,2,0.2,759,419,non_motor,0.79
340,3,0.3,759,420,non_motor,0.81
340,4,0.4,759,420,non_motor,0.8
340,5,0.5,757,420,non_motor,0.8
340,6,0.6,755,420,non_motor,0.78
340,7,0.7,755,420,non_motor,0.77
340,8,0.8,755,420,non_motor,0.73
340,9,0.9,755,420,non_motor,0.72
340,10,1.0,753,419,non_motor,0.68
340,11,1.1,752,419,non_motor,0.58
340,12,1.2,754,419,non_motor,0.38
340,13,1.3,754,420,non_motor,0.46
340,14,1.4,751,422,non_motor,0.5
340,27,2.7,748,426,non_motor,0.5
340,28,2.8,746,423,non_motor,0.57
340,29,2.9,748,422,non_motor,0.52
341,76,7.6,233,314,non_motor,0.62
341,77,7.7,234,314,non_motor,0.61
341,78,7.8,237,313,non_motor,0.28
341,79,7.9,238,313,non_motor,0.38
341,80,8.0,239,313,non_motor,0.52
341,81,8.1,240,313,non_motor,0.58
341,82,8.2,242,312,non_motor,0.67
341,83,8.3,242,313,non_motor,0.66
341,84,8.4,242,313,non_motor,0.68
341,85,8.5,242,312,non_motor,0.7
341,86,8.6,242,312,non_motor,0.67
341,87,8.7,242,312,non_motor,0.69
341,88,8.8,242,312,non_motor,0.7
341,89,8.9,243,312,non_motor,0.74
341,90,9.0,243,312,non_motor,0.71
341,91,9.1,243,312,non_motor,0.72
341,92,9.2,243,312,non_motor,0.73
341,93,9.3,243,311,non_motor,0.66
341,94,9.4,242,312,non_motor,0.65
341,95,9.5,242,312,non_motor,0.7
341,96,9.6,243,311,non_motor,0.71
341,97,9.7,243,311,non_motor,0.68
341,98,9.8,243,311,non_motor,0.65
